Ano,Função,Resultado Primário,Empenhado,Liquidado,Pago,,,
2021,09 - Previdência Social,2 - Primária discricionária, considerada no cálculo do RP,1.418.756.745,1.224.605.811,1.197.727.418,,
2021,09 - Previdência Social,6 - Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP,200,0,0,
2021,09 - Previdência Social,9 - Primária discricionária, decorrente de emendas de relator-geral do PLOA, excluídas as de ordem técnica, considerada no cálculo do RP,349.814.377,314.695.445,314.695.445
2021,10 - Saúde,0 - Financeira,1.121.065.666,1.120.485.652,1.120.485.570,,,
2021,10 - Saúde,1 - Primária obrigatória, considerada no cálculo do RP,127.050.892.363,117.597.165.244,116.291.591.869,,
2021,10 - Saúde,2 - Primária discricionária, considerada no cálculo do RP,38.539.734.188,32.040.453.788,31.549.567.865,,
2021,10 - Saúde,6 - Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP,5.150.207.809,3.932.426.643,3.930.583.320,
2021,10 - Saúde,7 - Primária discricionária, decorrente de emendas de bancada estadual, considerada no cálculo do RP,2.981.642.697,2.759.117.346,2.759.117.346,
2021,10 - Saúde,9 - Primária discricionária, decorrente de emendas de relator-geral do PLOA, excluídas as de ordem técnica, considerada no cálculo do RP,7.669.980.953,5.784.842.606,5.784.842.606
2021,11 - Trabalho,0 - Financeira,19.890.672.258,19.685.730.834,19.685.726.477,,,
2021,11 - Trabalho,1 - Primária obrigatória, considerada no cálculo do RP,46.423.381.471,45.842.169.045,45.839.465.970,,
2021,11 - Trabalho,2 - Primária discricionária, considerada no cálculo do RP,366.095.175,306.251.028,303.974.680,,
2021,11 - Trabalho,6 - Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP,13.179.977,7.049.993,7.049.993,
2021,12 - Educação,0 - Financeira,13.738.244.836,12.459.972.955,12.453.878.500,,,
2021,12 - Educação,1 - Primária obrigatória, considerada no cálculo do RP,78.863.566.637,74.343.221.740,70.361.368.709,,
2021,12 - Educação,2 - Primária discricionária, considerada no cálculo do RP,18.440.996.249,13.154.316.223,12.955.679.846,,
2021,12 - Educação,6 - Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP,311.916.297,92.428.896,54.670.244,
2021,12 - Educação,7 - Primária discricionária, decorrente de emendas de bancada estadual, considerada no cálculo do RP,604.344.169,103.360.109,100.210.006,
2021,12 - Educação,9 - Primária discricionária, decorrente de emendas de relator-geral do PLOA, excluídas as de ordem técnica, considerada no cálculo do RP,522.948.209,130.098.411,130.098.411
2021,13 - Cultura,0 - Financeira,476.689.603,54.191.000,54.159.966,,,
2021,13 - Cultura,1 - Primária obrigatória, considerada no cálculo do RP,309.258.076,308.812.987,286.544.784,,
2021,13 - Cultura,2 - Primária discricionária, considerada no cálculo do RP,361.581.576,260.066.781,259.387.092,,
2021,13 - Cultura,6 - Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP,81.247.624,20.431.303,20.023.303,
2021,13 - Cultura,7 - Primária discricionária, decorrente de emendas de bancada estadual, considerada no cálculo do RP,18.425.366,0,0,
2021,14 - Direitos da Cidadania,0 - Financeira,82.360.935,77.976.622,77.919.732,,,
2021,14 - Direitos da Cidadania,1 - Primária obrigatória, considerada no cálculo do RP,264.690.188,260.907.190,237.927.459,,
2021,14 - Direitos da Cidadania,2 - Primária discricionária, considerada no cálculo do RP,549.202.907,313.270.537,308.067.262,,
2021,14 - Direitos da Cidadania,6 - Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP,136.005.590,24.987.871,24.286.328,
2021,14 - Direitos da Cidadania,7 - Primária discricionária, decorrente de emendas de bancada estadual, considerada no cálculo do RP,71.366.357,7.480.413,7.480.413,
2021,15 - Urbanismo,1 - Primária obrigatória, considerada no cálculo do RP,813.437.784,784.548.311,738.402.445,,
2021,15 - Urbanismo,2 - Primária discricionária, considerada no cálculo do RP,1.866.277.254,280.079.449,271.173.488,,
2021,15 - Urbanismo,6 - Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP,612.305.907,22.173.198,16.397.131,
2021,15 - Urbanismo,7 - Primária discricionária, decorrente de emendas de bancada estadual, considerada no cálculo do RP,1.575.535.180,91.730.453,67.872.176,
2021,15 - Urbanismo,9 - Primária discricionária, decorrente de emendas de relator-geral do PLOA, excluídas as de ordem técnica, considerada no cálculo do RP,5.959.070.257,28.438.481,26.951.681
2021,16 - Habitação,2 - Primária discricionária, considerada no cálculo do RP,12.441.522,2.087.740,2.087.740,,
2021,16 - Habitação,6 - Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP,1.510.019,19.223,19.223,
2021,16 - Habitação,7 - Primária discricionária, decorrente de emendas de bancada estadual, considerada no cálculo do RP,41.522.162,0,0,
2021,16 - Habitação,9 - Primária discricionária, decorrente de emendas de relator-geral do PLOA, excluídas as de ordem técnica, considerada no cálculo do RP,35.000.000,0,0
2021,17 - Saneamento,2 - Primária discricionária, considerada no cálculo do RP,453.070.761,445.530.924,445.520.330,,
2021,17 - Saneamento,6 - Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP,2.300.000,1.4,1.4,
2021,17 - Saneamento,7 - Primária discricionária, decorrente de emendas de bancada estadual, considerada no cálculo do RP,24.248.459,0,0,
2021,17 - Saneamento,9 - Primária discricionária, decorrente de emendas de relator-geral do PLOA, excluídas as de ordem técnica, considerada no cálculo do RP,1.000.000,0,0
2021,18 - Gestão Ambiental,0 - Financeira,503.176.816,503.121.822,495.874.913,,,
2021,18 - Gestão Ambiental,1 - Primária obrigatória, considerada no cálculo do RP,1.053.831.421,1.053.138.354,992.186.827,,
2021,18 - Gestão Ambiental,2 - Primária discricionária, considerada no cálculo do RP,2.442.959.042,1.534.244.879,1.508.559.376,,
2021,18 - Gestão Ambiental,6 - Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP,51.215.702,3.193.567,2.622.510,
2021,18 - Gestão Ambiental,7 - Primária discricionária, decorrente de emendas de bancada estadual, considerada no cálculo do RP,54.725.407,14.305.297,0,
2021,18 - Gestão Ambiental,9 - Primária discricionária, decorrente de emendas de relator-geral do PLOA, excluídas as de ordem técnica, considerada no cálculo do RP,47.858.350,0,0
2021,19 - Ciência e Tecnologia,0 - Financeira,1.002.167.471,1.002.167.471,1.002.153.740,,,
2021,19 - Ciência e Tecnologia,1 - Primária obrigatória, considerada no cálculo do RP,1.633.579.711,1.616.797.913,1.503.948.551,,
2021,19 - Ciência e Tecnologia,2 - Primária discricionária, considerada no cálculo do RP,3.158.202.154,2.369.371.283,2.084.806.020,,
2021,19 - Ciência e Tecnologia,6 - Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP,19.276.477,3.496.545,3.346.545,
2021,19 - Ciência e Tecnologia,7 - Primária discricionária, decorrente de emendas de bancada estadual, considerada no cálculo do RP,132.628.294,47.193.761,47.193.761,
2021,19 - Ciência e Tecnologia,9 - Primária discricionária, decorrente de emendas de relator-geral do PLOA, excluídas as de ordem técnica, considerada no cálculo do RP,5.000.000,0,0
2021,20 - Agricultura,0 - Financeira,6.605.753.684,4.863.806.328,4.855.060.600,,,
2021,20 - Agricultura,1 - Primária obrigatória, considerada no cálculo do RP,14.167.192.952,10.243.207.278,9.899.084.441,,
2021,20 - Agricultura,2 - Primária discricionária, considerada no cálculo do RP,2.768.800.443,1.799.632.647,1.786.108.326,,
2021,20 - Agricultura,6 - Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP,216.736.105,9.278.927,8.488.570,
2021,20 - Agricultura,7 - Primária discricionária, decorrente de emendas de bancada estadual, considerada no cálculo do RP,488.249.114,26.106.143,24.329.782,
2021,20 - Agricultura,9 - Primária discricionária, decorrente de emendas de relator-geral do PLOA, excluídas as de ordem técnica, considerada no cálculo do RP,1.012.812.277,105.262.441,103.350.903
2021,21 - Organização Agrária,0 - Financeira,180.903.973,161.830.005,161.830.005,,,
2021,21 - Organização Agrária,1 - Primária obrigatória, considerada no cálculo do RP,681.936.834,680.612.003,651.283.531,,
2021,21 - Organização Agrária,2 - Primária discricionária, considerada no cálculo do RP,441.976.862,216.434.946,195.046.220,,
2021,21 - Organização Agrária,6 - Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP,3.311.713,500,0,
2021,21 - Organização Agrária,7 - Primária discricionária, decorrente de emendas de bancada estadual, considerada no cálculo do RP,18.207.428,0,0,
2021,21 - Organização Agrária,9 - Primária discricionária, decorrente de emendas de relator-geral do PLOA, excluídas as de ordem técnica, considerada no cálculo do RP,115.071.513,9.336.719,8.800.943
2021,22 - Indústria,0 - Financeira,117.753.267,117.683.224,117.669.045,,,
2021,22 - Indústria,1 - Primária obrigatória, considerada no cálculo do RP,959.992.657,948.703.468,876.659.508,,
2021,22 - Indústria,2 - Primária discricionária, considerada no cálculo do RP,685.249.829,590.089.667,574.884.124,,
2021,22 - Indústria,6 - Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP,7.625.309,1.582.268,1.581.408,
2021,23 - Comércio e Serviços,0 - Financeira,2.066.569.022,907.688.560,907.688.560,,,
2021,23 - Comércio e Serviços,1 - Primária obrigatória, considerada no cálculo do RP,832.683.674,661.957.035,655.621.199,,
2021,23 - Comércio e Serviços,2 - Primária discricionária, considerada no cálculo do RP,256.365.383,127.487.081,126.490.293,,
2021,23 - Comércio e Serviços,6 - Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP,87.591.811,902.777,902.777,
2021,23 - Comércio e Serviços,7 - Primária discricionária, decorrente de emendas de bancada estadual, considerada no cálculo do RP,72.700.120,22.4,0,
2021,24 - Comunicações,0 - Financeira,423.702.587,423.702.587,423.702.587,,,
2021,24 - Comunicações,1 - Primária obrigatória, considerada no cálculo do RP,819.194.732,815.485.169,753.417.669,,
2021,24 - Comunicações,2 - Primária discricionária, considerada no cálculo do RP,1.430.866.605,938.695.788,929.596.952,,
2021,24 - Comunicações,6 - Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP,15.638.838,12.936.445,12.936.445,
2021,24 - Comunicações,7 - Primária discricionária, decorrente de emendas de bancada estadual, considerada no cálculo do RP,40.944.584,40.944.584,40.944.584,
2021,25 - Energia,0 - Financeira,58.256.396,57.775.977,57.773.401,,,
2021,25 - Energia,1 - Primária obrigatória, considerada no cálculo do RP,544.379.268,540.376.118,502.442.932,,
2021,25 - Energia,2 - Primária discricionária, considerada no cálculo do RP,1.237.745.104,1.091.816.533,1.087.957.125,,
2021,26 - Transporte,0 - Financeira,530.207.631,528.261.763,528.261.763,,,
2021,26 - Transporte,1 - Primária obrigatória, considerada no cálculo do RP,1.431.615.835,1.400.448.794,1.286.182.186,,
2021,26 - Transporte,2 - Primária discricionária, considerada no cálculo do RP,7.878.229.255,4.672.374.413,4.655.894.920,,
2021,26 - Transporte,6 - Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP,18.185.993,75.701,75.563,
2021,26 - Transporte,7 - Primária discricionária, decorrente de emendas de bancada estadual, considerada no cálculo do RP,467.988.558,82.668.965,81.384.890,
2021,27 - Desporto e Lazer,2 - Primária discricionária, considerada no cálculo do RP,251.248.200,137.801.867,137.729.967,,
2021,27 - Desporto e Lazer,6 - Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP,219.768.530,37.631.739,37.631.739,
2021,27 - Desporto e Lazer,7 - Primária discricionária, decorrente de emendas de bancada estadual, considerada no cálculo do RP,84.384.107,18.870.928,18.870.928,
2021,27 - Desporto e Lazer,9 - Primária discricionária, decorrente de emendas de relator-geral do PLOA, excluídas as de ordem técnica, considerada no cálculo do RP,316.938.180,19.659.734,19.659.734
2021,28 - Encargos Especiais,0 - Financeira,1.986.549.650.841,1.976.695.368.187,1.976.677.396.829,,,
2021,28 - Encargos Especiais,1 - Primária obrigatória, considerada no cálculo do RP,444.228.140.109,416.893.692.331,416.238.361.449,,
2021,28 - Encargos Especiais,2 - Primária discricionária, considerada no cálculo do RP,22.378.195.806,21.511.515.081,21.503.364.630,,
2021,28 - Encargos Especiais,6 - Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP,2.042.650.155,2.004.101.985,2.004.101.985,
2022,01 - Legislativa,0 - Financeira,581.466.882,580.842.379,580.842.379,,,
2022,01 - Legislativa,1 - Primária obrigatória, considerada no cálculo do RP,5.935.453.702,5.876.097.629,5.853.361.207,,
2022,01 - Legislativa,2 - Primária discricionária, considerada no cálculo do RP,1.403.573.269,1.064.279.729,1.048.451.227,,
2022,02 - Judiciária,0 - Financeira,4.916.323.302,4.876.359.333,4.875.525.686,,,
2022,02 - Judiciária,1 - Primária obrigatória, considerada no cálculo do RP,30.074.378.485,29.685.445.511,29.639.020.627,,
2022,02 - Judiciária,2 - Primária discricionária, considerada no cálculo do RP,6.402.271.942,5.251.373.807,5.190.297.601,,
2022,03 - Essencial à Justiça,0 - Financeira,1.234.964.268,1.198.691.487,1.198.691.487,,,
2022,03 - Essencial à Justiça,1 - Primária obrigatória, considerada no cálculo do RP,5.878.291.713,5.816.169.909,5.786.297.004,,
2022,03 - Essencial à Justiça,2 - Primária discricionária, considerada no cálculo do RP,1.511.445.467,1.303.396.855,1.291.200.928,,
2022,04 - Administração,0 - Financeira,2.331.022.210,2.225.898.844,2.209.988.156,,,
2022,04 - Administração,1 - Primária obrigatória, considerada no cálculo do RP,18.143.877.288,18.027.831.062,16.681.914.893,,
2022,04 - Administração,2 - Primária discricionária, considerada no cálculo do RP,8.489.578.306,6.031.851.989,5.875.397.106,,
2022,04 - Administração,6 - Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP,218.922,0,0,
2022,04 - Administração,8 - Primária discricionária, decorrente de emendas de comissão permanente do SF, da CD e de comissão mista permanente do CN, considerada no cálculo do RP,2.087.757,2.087.757,1.500.000
2022,05 - Defesa Nacional,0 - Financeira,499.865.248,388.002.031,388.002.031,,,
2022,05 - Defesa Nacional,1 - Primária obrigatória, considerada no cálculo do RP,74.757.992.824,72.449.063.349,68.884.976.800,,
2022,05 - Defesa Nacional,2 - Primária discricionária, considerada no cálculo do RP,14.303.409.626,8.762.592.102,8.684.477.115,,
2022,05 - Defesa Nacional,6 - Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP,74.433.498,40.667.957,29.641.383,
2022,05 - Defesa Nacional,7 - Primária discricionária, decorrente de emendas de bancada estadual, considerada no cálculo do RP,422.231.223,27.079.720,26.252.509,
2022,05 - Defesa Nacional,8 - Primária discricionária, decorrente de emendas de comissão permanente do SF, da CD e de comissão mista permanente do CN, considerada no cálculo do RP,48.873,0,0
2022,05 - Defesa Nacional,9 - Primária discricionária, decorrente de emendas de relator-geral do PLOA, excluídas as de ordem técnica, considerada no cálculo do RP,83.637.347,3.573.040,2.028.145
2022,06 - Segurança Pública,0 - Financeira,1.404.472.365,1.397.295.966,1.397.295.966,,,
2022,06 - Segurança Pública,1 - Primária obrigatória, considerada no cálculo do RP,9.202.783.874,8.498.629.218,7.850.989.725,,
2022,06 - Segurança Pública,2 - Primária discricionária, considerada no cálculo do RP,3.540.245.431,2.502.943.323,2.475.432.642,,
2022,06 - Segurança Pública,6 - Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP,81.812.692,4.143.456,1.546.062,
2022,06 - Segurança Pública,7 - Primária discricionária, decorrente de emendas de bancada estadual, considerada no cálculo do RP,251.698.248,1.614.578,1.614.578,
2022,06 - Segurança Pública,8 - Primária discricionária, decorrente de emendas de comissão permanente do SF, da CD e de comissão mista permanente do CN, considerada no cálculo do RP,4.330.929,1.746.436,1.746.436
2022,06 - Segurança Pública,9 - Primária discricionária, decorrente de emendas de relator-geral do PLOA, excluídas as de ordem técnica, considerada no cálculo do RP,8.344.969,1.798.024,0
2022,07 - Relações Exteriores,0 - Financeira,157.557.136,157.442.449,157.442.449,,,
2022,07 - Relações Exteriores,1 - Primária obrigatória, considerada no cálculo do RP,1.917.475.949,1.916.507.349,1.903.729.248,,
2022,07 - Relações Exteriores,2 - Primária discricionária, considerada no cálculo do RP,1.963.334.432,1.816.329.104,1.806.761.013,,
2022,07 - Relações Exteriores,6 - Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP,2.520.998,2.106.387,2.084.633,
2022,08 - Assistência Social,1 - Primária obrigatória, considerada no cálculo do RP,191.055.959.120,190.867.043.403,187.530.061.178,,
2022,08 - Assistência Social,2 - Primária discricionária, considerada no cálculo do RP,5.908.281.918,5.050.233.471,5.026.878.476,,
2022,08 - Assistência Social,6 - Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP,264.114.155,228.337.704,219.488.259,
2022,08 - Assistência Social,7 - Primária discricionária, decorrente de emendas de bancada estadual, considerada no cálculo do RP,145.523.558,105.636.284,101.847.861,
2022,08 - Assistência Social,9 - Primária discricionária, decorrente de emendas de relator-geral do PLOA, excluídas as de ordem técnica, considerada no cálculo do RP,959.749.459,619.837.681,619.837.681
2022,09 - Previdência Social,0 - Financeira,563.059.302,563.045.462,563.045.462,,,
2022,09 - Previdência Social,1 - Primária obrigatória, considerada no cálculo do RP,895.166.823.505,893.028.547.255,838.243.288.090,,
2022,09 - Previdência Social,2 - Primária discricionária, considerada no cálculo do RP,2.030.561.649,1.766.577.309,1.690.832.393,,
2022,09 - Previdência Social,6 - Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP,300,300,160.644,
2022,10 - Saúde,0 - Financeira,1.051.108.249,1.050.259.070,1.050.259.070,,,
2022,10 - Saúde,1 - Primária obrigatória, considerada no cálculo do RP,121.505.197.793,109.446.914.158,108.728.380.731,,
2022,10 - Saúde,2 - Primária discricionária, considerada no cálculo do RP,17.513.894.924,13.908.378.516,13.610.260.799,,
2022,10 - Saúde,6 - Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP,5.789.691.888,4.734.689.400,4.720.499.240,
2022,10 - Saúde,7 - Primária discricionária, decorrente de emendas de bancada estadual, considerada no cálculo do RP,2.634.466.048,2.415.804.978,2.415.575.381,
2022,10 - Saúde,8 - Primária discricionária, decorrente de emendas de comissão permanente do SF, da CD e de comissão mista permanente do CN, considerada no cálculo do RP,101.671.641,57.530.859,57.530.859
2022,10 - Saúde,9 - Primária discricionária, decorrente de emendas de relator-geral do PLOA, excluídas as de ordem técnica, considerada no cálculo do RP,6.361.340.695,6.267.108.660,6.267.108.660
2022,11 - Trabalho,0 - Financeira,24.266.909.456,22.396.407.151,22.396.402.620,,,
2022,11 - Trabalho,1 - Primária obrigatória, considerada no cálculo do RP,68.363.440.734,65.901.225.253,65.731.630.239,,
2022,11 - Trabalho,2 - Primária discricionária, considerada no cálculo do RP,4.820.213.708,4.486.755.984,4.471.217.677,,
2022,11 - Trabalho,6 - Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP,10.453.402,8.492.916,8.482.518,
2022,12 - Educação,0 - Financeira,12.980.794.871,12.046.947.074,12.036.008.642,,,
2022,12 - Educação,1 - Primária obrigatória, considerada no cálculo do RP,93.716.263.808,87.710.165.688,83.465.295.814,,
2022,12 - Educação,2 - Primária discricionária, considerada no cálculo do RP,20.498.372.339,14.493.710.547,14.025.706.216,,
2022,12 - Educação,6 - Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP,288.049.365,109.775.943,56.110.428,
2022,12 - Educação,7 - Primária discricionária, decorrente de emendas de bancada estadual, considerada no cálculo do RP,533.200.461,151.841.756,126.870.719,
2022,12 - Educação,9 - Primária discricionária, decorrente de emendas de relator-geral do PLOA, excluídas as de ordem técnica, considerada no cálculo do RP,210.572.355,67.995.126,67.773.274
2022,13 - Cultura,0 - Financeira,450.020.403,49.521.892,49.521.892,,,
2022,13 - Cultura,1 - Primária obrigatória, considerada no cálculo do RP,304.173.084,303.605.087,281.843.902,,
2022,13 - Cultura,2 - Primária discricionária, considerada no cálculo do RP,387.150.709,270.104.232,245.337.803,,
2022,13 - Cultura,6 - Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP,90.436.835,23.625.286,22.103.718,
2022,13 - Cultura,8 - Primária discricionária, decorrente de emendas de comissão permanente do SF, da CD e de comissão mista permanente do CN, considerada no cálculo do RP,2.148.498,0,0
2022,14 - Direitos da Cidadania,0 - Financeira,74.440.949,73.596.570,73.596.570,,,
2022,14 - Direitos da Cidadania,1 - Primária obrigatória, considerada no cálculo do RP,254.801.115,246.679.724,225.582.649,,
2022,14 - Direitos da Cidadania,2 - Primária discricionária, considerada no cálculo do RP,585.807.013,362.879.160,358.851.060,,
2022,14 - Direitos da Cidadania,6 - Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP,93.182.115,32.025.782,31.697.638,
2022,14 - Direitos da Cidadania,7 - Primária discricionária, decorrente de emendas de bancada estadual, considerada no cálculo do RP,8.826.544,0,0,
2022,14 - Direitos da Cidadania,8 - Primária discricionária, decorrente de emendas de comissão permanente do SF, da CD e de comissão mista permanente do CN, considerada no cálculo do RP,44.224.636,30.865.838,30.865.838
2022,15 - Urbanismo,1 - Primária obrigatória, considerada no cálculo do RP,833.791.794,802.815.903,761.267.454,,
2022,15 - Urbanismo,2 - Primária discricionária, considerada no cálculo do RP,4.708.354.878,372.825.889,367.229.379,,
2022,15 - Urbanismo,6 - Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP,313.389.782,41.523.481,28.889.955,
2022,15 - Urbanismo,7 - Primária discricionária, decorrente de emendas de bancada estadual, considerada no cálculo do RP,1.062.255.456,201.837.623,186.984.422,
2022,15 - Urbanismo,8 - Primária discricionária, decorrente de emendas de comissão permanente do SF, da CD e de comissão mista permanente do CN, considerada no cálculo do RP,86.923.881,0,0
2022,15 - Urbanismo,9 - Primária discricionária, decorrente de emendas de relator-geral do PLOA, excluídas as de ordem técnica, considerada no cálculo do RP,706.016.132,62.647.443,31.695.674
2022,16 - Habitação,2 - Primária discricionária, considerada no cálculo do RP,20.501.767,2.550.529,2.549.749,,
2022,16 - Habitação,7 - Primária discricionária, decorrente de emendas de bancada estadual, considerada no cálculo do RP,13.000.000,0,0,
2022,17 - Saneamento,2 - Primária discricionária, considerada no cálculo do RP,762.638.561,316.893.224,290.903.224,,
2022,18 - Gestão Ambiental,0 - Financeira,620.211.539,620.012.669,616.049.291,,,
2022,18 - Gestão Ambiental,1 - Primária obrigatória, considerada no cálculo do RP,1.043.905.375,1.043.180.689,981.772.471,,
2022,18 - Gestão Ambiental,2 - Primária discricionária, considerada no cálculo do RP,2.605.611.552,1.387.984.982,1.343.968.855,,
2022,18 - Gestão Ambiental,6 - Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP,31.485.096,571.603,132.203,
2022,18 - Gestão Ambiental,7 - Primária discricionária, decorrente de emendas de bancada estadual, considerada no cálculo do RP,16.550.000,15.332,15.332,
2022,18 - Gestão Ambiental,9 - Primária discricionária, decorrente de emendas de relator-geral do PLOA, excluídas as de ordem técnica, considerada no cálculo do RP,31.453.389,7.580.973,3.775.377
2022,19 - Ciência e Tecnologia,0 - Financeira,2.969.923.423,2.968.878.675,2.968.878.675,,,
2022,19 - Ciência e Tecnologia,1 - Primária obrigatória, considerada no cálculo do RP,1.552.324.058,1.541.883.888,1.439.583.017,,
2022,19 - Ciência e Tecnologia,2 - Primária discricionária, considerada no cálculo do RP,4.998.048.094,3.858.810.467,3.808.764.327,,
2022,19 - Ciência e Tecnologia,6 - Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP,16.306.679,5.151.056,3.547.106,
2022,19 - Ciência e Tecnologia,7 - Primária discricionária, decorrente de emendas de bancada estadual, considerada no cálculo do RP,33.055.311,29.267.601,29.267.601,
2022,20 - Agricultura,0 - Financeira,6.578.492.805,5.491.848.880,5.491.848.880,,,
2022,20 - Agricultura,1 - Primária obrigatória, considerada no cálculo do RP,18.451.853.658,14.975.832.565,14.608.076.530,,
2022,20 - Agricultura,2 - Primária discricionária, considerada no cálculo do RP,4.659.014.388,1.939.803.162,1.890.976.443,,
2022,20 - Agricultura,6 - Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP,102.261.949,20.453.741,18.734.979,
2022,20 - Agricultura,7 - Primária discricionária, decorrente de emendas de bancada estadual, considerada no cálculo do RP,241.213.075,10.964.438,9.428.636,
2022,20 - Agricultura,9 - Primária discricionária, decorrente de emendas de relator-geral do PLOA, excluídas as de ordem técnica, considerada no cálculo do RP,14.713.103,9.995.890,9.496.430
2022,21 - Organização Agrária,0 - Financeira,574.212.890,381.429.988,376.447.709,,,
2022,21 - Organização Agrária,1 - Primária obrigatória, considerada no cálculo do RP,883.016.467,881.919.003,851.644.181,,
2022,21 - Organização Agrária,2 - Primária discricionária, considerada no cálculo do RP,330.302.189,210.758.279,194.357.825,,
2022,21 - Organização Agrária,6 - Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP,1.726.273,252.899,156.899,
2022,21 - Organização Agrária,7 - Primária discricionária, decorrente de emendas de bancada estadual, considerada no cálculo do RP,16.872.086,1.502.438,1.389.315,
2022,21 - Organização Agrária,9 - Primária discricionária, decorrente de emendas de relator-geral do PLOA, excluídas as de ordem técnica, considerada no cálculo do RP,27.287.572,7.869.823,6.000.000
2022,22 - Indústria,0 - Financeira,108.362.363,105.836.140,105.814.001,,,
2022,22 - Indústria,1 - Primária obrigatória, considerada no cálculo do RP,1.006.903.134,999.188.907,918.230.349,,
2022,22 - Indústria,2 - Primária discricionária, considerada no cálculo do RP,745.463.567,662.492.926,653.562.297,,
2022,22 - Indústria,6 - Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP,250,0,0,
2022,22 - Indústria,9 - Primária discricionária, decorrente de emendas de relator-geral do PLOA, excluídas as de ordem técnica, considerada no cálculo do RP,3.294,3.294,3.294
2022,23 - Comércio e Serviços,0 - Financeira,1.320.416.094,927.944.558,927.944.558,,,
2022,23 - Comércio e Serviços,1 - Primária obrigatória, considerada no cálculo do RP,602.513.797,477.883.811,471.380.429,,
2022,23 - Comércio e Serviços,2 - Primária discricionária, considerada no cálculo do RP,490.997.831,180.318.313,112.889.833,,
2022,23 - Comércio e Serviços,6 - Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP,56.609.164,1.099.558,1.099.558,
2022,23 - Comércio e Serviços,7 - Primária discricionária, decorrente de emendas de bancada estadual, considerada no cálculo do RP,23.723.696,11.9,11.9,
2022,23 - Comércio e Serviços,8 - Primária discricionária, decorrente de emendas de comissão permanente do SF, da CD e de comissão mista permanente do CN, considerada no cálculo do RP,1.481.951,1.275.374,1.202.918
2022,23 - Comércio e Serviços,9 - Primária discricionária, decorrente de emendas de relator-geral do PLOA, excluídas as de ordem técnica, considerada no cálculo do RP,49.777.897,540.602,59.498
2022,24 - Comunicações,0 - Financeira,1.500.326.789,1.499.708.842,1.499.708.842,,,
2022,24 - Comunicações,1 - Primária obrigatória, considerada no cálculo do RP,859.845.635,847.794.884,791.442.932,,
2022,24 - Comunicações,2 - Primária discricionária, considerada no cálculo do RP,1.448.564.811,890.549.929,844.995.179,,
2022,24 - Comunicações,6 - Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP,10.277.682,2.647.908,2.647.908,
2022,24 - Comunicações,7 - Primária discricionária, decorrente de emendas de bancada estadual, considerada no cálculo do RP,3.524.000,1.286.000,1.286.000,
2022,25 - Energia,0 - Financeira,57.235.238,56.723.922,56.723.922,,,
2022,25 - Energia,1 - Primária obrigatória, considerada no cálculo do RP,549.998.425,542.728.611,504.225.525,,
2022,25 - Energia,2 - Primária discricionária, considerada no cálculo do RP,858.704.664,768.418.342,759.546.926,,
2022,26 - Transporte,0 - Financeira,883.823.629,882.666.920,882.666.920,,,
2022,26 - Transporte,1 - Primária obrigatória, considerada no cálculo do RP,1.436.842.936,1.403.456.931,1.294.945.724,,
2022,26 - Transporte,2 - Primária discricionária, considerada no cálculo do RP,10.445.714.097,5.455.020.309,5.424.962.996,,
