Ano,Função,Resultado Primário,Subfunção,Empenhado,Liquidado,Pago
Total,,,,48.398.382.871.544,46.347.292.672.715,45.611.023.315.136
2020,12 - Educação,2 - Primária discricionária, considerada no cálculo do RP,364 - Ensino Superior,9.529.047.304,7.241.257.682,7.109.279.880
2020,12 - Educação,2 - Primária discricionária, considerada no cálculo do RP,368 - Educação Básica,3.151.962.872,1.554.708.012,1.549.396.702
2020,12 - Educação,2 - Primária discricionária, considerada no cálculo do RP,571 - Desenvolvimento Científico,317.965.917,260.614.956,241.543.736
2020,12 - Educação,2 - Primária discricionária, considerada no cálculo do RP,573 - Difusão do Conhecimento Científico e Tecnológico,475.170.491,390.638.210,390.638.210
2020,12 - Educação,2 - Primária discricionária, considerada no cálculo do RP,846 - Outros Encargos Especiais,496.108.661,496.108.661,496.108.661
2020,12 - Educação,6 - Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP,122 - Administração Geral,626.131,420.380,1.622
2020,12 - Educação,6 - Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP,302 - Assistência Hospitalar e Ambulatorial,20.663.217,10.895.629,9.860.500
2020,12 - Educação,6 - Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP,363 - Ensino Profissional,83.629.376,37.857.027,33.942.966
2020,12 - Educação,6 - Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP,364 - Ensino Superior,191.797.124,68.997.050,64.280.920
2020,12 - Educação,6 - Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP,368 - Educação Básica,271.459.441,1.909.673,1.903.153
2020,12 - Educação,7 - Primária discricionária, decorrente de emendas de bancada estadual, considerada no cálculo do RP,302 - Assistência Hospitalar e Ambulatorial,40.079.033,20.860.094,15.525.046
2020,12 - Educação,7 - Primária discricionária, decorrente de emendas de bancada estadual, considerada no cálculo do RP,363 - Ensino Profissional,147.599.636,23.874.245,18.790.314
2020,12 - Educação,7 - Primária discricionária, decorrente de emendas de bancada estadual, considerada no cálculo do RP,364 - Ensino Superior,87.118.921,5.235.142,3.441.191
2020,12 - Educação,7 - Primária discricionária, decorrente de emendas de bancada estadual, considerada no cálculo do RP,368 - Educação Básica,220.736.654,326.439,306.142
2020,12 - Educação,8 - Primária discricionária, decorrente de emendas de comissão permanente do SF, da CD e de comissão mista permanente do CN, considerada no cálculo do RP,364 - Ensino Superior,1.000,0,0
2020,12 - Educação,8 - Primária discricionária, decorrente de emendas de comissão permanente do SF, da CD e de comissão mista permanente do CN, considerada no cálculo do RP,368 - Educação Básica,95.666.318,72.889.334,72.649.334
2020,12 - Educação,9 - Primária discricionária, decorrente de emendas de relator-geral do PLOA, excluídas as de ordem técnica, considerada no cálculo do RP,302 - Assistência Hospitalar e Ambulatorial,44.999.801,9.617.296,4.092.520
2020,12 - Educação,9 - Primária discricionária, decorrente de emendas de relator-geral do PLOA, excluídas as de ordem técnica, considerada no cálculo do RP,363 - Ensino Profissional,109.607.651,43.602.177,39.507.624
2020,12 - Educação,9 - Primária discricionária, decorrente de emendas de relator-geral do PLOA, excluídas as de ordem técnica, considerada no cálculo do RP,364 - Ensino Superior,331.981.224,93.709.759,84.402.427
2020,12 - Educação,9 - Primária discricionária, decorrente de emendas de relator-geral do PLOA, excluídas as de ordem técnica, considerada no cálculo do RP,365 - Educação Infantil,100.825.450,68.782.917,68.782.917
2020,12 - Educação,9 - Primária discricionária, decorrente de emendas de relator-geral do PLOA, excluídas as de ordem técnica, considerada no cálculo do RP,366 - Educação de Jovens e Adultos,7.595.983,0,0
2020,12 - Educação,9 - Primária discricionária, decorrente de emendas de relator-geral do PLOA, excluídas as de ordem técnica, considerada no cálculo do RP,368 - Educação Básica,1.446.769.836,339.929.385,334.372.973
2020,12 - Educação,9 - Primária discricionária, decorrente de emendas de relator-geral do PLOA, excluídas as de ordem técnica, considerada no cálculo do RP,846 - Outros Encargos Especiais,3.891.339,3.891.339,3.891.339
2020,13 - Cultura,0 - Financeira,392 - Difusão Cultural,97.300.000,0,0
2020,13 - Cultura,0 - Financeira,691 - Promoção Comercial,300.000.000,0,0
2020,13 - Cultura,0 - Financeira,846 - Outros Encargos Especiais,49.709.320,49.709.320,49.709.320
2020,13 - Cultura,1 - Primária obrigatória, considerada no cálculo do RP,122 - Administração Geral,286.766.900,286.471.883,266.874.209
2020,13 - Cultura,1 - Primária obrigatória, considerada no cálculo do RP,301 - Atenção Básica,5.046.911,4.996.611,4.590.295
2020,13 - Cultura,1 - Primária obrigatória, considerada no cálculo do RP,331 - Proteção e Benefícios ao Trabalhador,16.769.258,16.763.624,15.398.682
2020,13 - Cultura,2 - Primária discricionária, considerada no cálculo do RP,122 - Administração Geral,189.695.005,158.110.705,154.848.560
2020,13 - Cultura,2 - Primária discricionária, considerada no cálculo do RP,125 - Normatização e Fiscalização,64.379,5.860,5.860
2020,13 - Cultura,2 - Primária discricionária, considerada no cálculo do RP,128 - Formação de Recursos Humanos,473.903,189.569,130.174
2020,13 - Cultura,2 - Primária discricionária, considerada no cálculo do RP,392 - Difusão Cultural,34.436.047,5.963.718,5.892.839
2020,13 - Cultura,6 - Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP,391 - Patrimônio Histórico, Artístico e Arqueológico,6.777.432,681.348,600.558
2020,13 - Cultura,6 - Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP,392 - Difusão Cultural,110.601.417,12.106.695,12.106.695
2020,13 - Cultura,8 - Primária discricionária, decorrente de emendas de comissão permanente do SF, da CD e de comissão mista permanente do CN, considerada no cálculo do RP,391 - Patrimônio Histórico, Artístico e Arqueológico,2.149.331,1.158.329,1.063.130
2020,13 - Cultura,8 - Primária discricionária, decorrente de emendas de comissão permanente do SF, da CD e de comissão mista permanente do CN, considerada no cálculo do RP,392 - Difusão Cultural,2.382.468,300.000,0
2020,13 - Cultura,9 - Primária discricionária, decorrente de emendas de relator-geral do PLOA, excluídas as de ordem técnica, considerada no cálculo do RP,391 - Patrimônio Histórico, Artístico e Arqueológico,54.122.642,25.517.811,23.094.170
2020,13 - Cultura,9 - Primária discricionária, decorrente de emendas de relator-geral do PLOA, excluídas as de ordem técnica, considerada no cálculo do RP,392 - Difusão Cultural,103.854.190,75.637.530,74.354.819
2020,14 - Direitos da Cidadania,0 - Financeira,846 - Outros Encargos Especiais,77.850.480,77.487.175,77.487.175
2020,14 - Direitos da Cidadania,1 - Primária obrigatória, considerada no cálculo do RP,122 - Administração Geral,254.437.329,250.412.612,228.964.724
2020,14 - Direitos da Cidadania,1 - Primária obrigatória, considerada no cálculo do RP,301 - Atenção Básica,4.221.515,3.899.374,3.572.688
2020,14 - Direitos da Cidadania,1 - Primária obrigatória, considerada no cálculo do RP,331 - Proteção e Benefícios ao Trabalhador,16.435.111,14.230.987,13.085.170
2020,14 - Direitos da Cidadania,2 - Primária discricionária, considerada no cálculo do RP,122 - Administração Geral,164.091.164,118.383.358,117.856.339
2020,14 - Direitos da Cidadania,2 - Primária discricionária, considerada no cálculo do RP,125 - Normatização e Fiscalização,29.162.596,20.530.111,20.484.553
2020,14 - Direitos da Cidadania,2 - Primária discricionária, considerada no cálculo do RP,131 - Comunicação Social,4.565.094,1.989.986,1.989.986
2020,14 - Direitos da Cidadania,2 - Primária discricionária, considerada no cálculo do RP,211 - Relações Diplomáticas,395.350,395.350,395.350
2020,14 - Direitos da Cidadania,2 - Primária discricionária, considerada no cálculo do RP,241 - Assistência ao Idoso,160.000.000,160.000.000,160.000.000
2020,14 - Direitos da Cidadania,2 - Primária discricionária, considerada no cálculo do RP,243 - Assistência à Criança e ao Adolescente,2.189.009,0,0
2020,14 - Direitos da Cidadania,2 - Primária discricionária, considerada no cálculo do RP,305 - Vigilância Epidemiológica,44.305.645,42.957.734,42.883.674
2020,14 - Direitos da Cidadania,2 - Primária discricionária, considerada no cálculo do RP,422 - Direitos Individuais, Coletivos e Difusos,42.107.622,7.458.362,6.902.362
2020,14 - Direitos da Cidadania,2 - Primária discricionária, considerada no cálculo do RP,423 - Assistência aos Povos Indígenas,59.067.788,37.553.112,37.286.155
2020,14 - Direitos da Cidadania,6 - Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP,122 - Administração Geral,100.000,0,0
2020,14 - Direitos da Cidadania,6 - Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP,125 - Normatização e Fiscalização,2.888.516,131.000,131.000
2020,14 - Direitos da Cidadania,6 - Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP,243 - Assistência à Criança e ao Adolescente,2.200.227,0,0
2020,14 - Direitos da Cidadania,6 - Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP,422 - Direitos Individuais, Coletivos e Difusos,180.939.986,23.769.034,23.229.034
2020,14 - Direitos da Cidadania,6 - Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP,423 - Assistência aos Povos Indígenas,2.430.088,267.996,0
2020,14 - Direitos da Cidadania,7 - Primária discricionária, decorrente de emendas de bancada estadual, considerada no cálculo do RP,422 - Direitos Individuais, Coletivos e Difusos,15.191.146,0,0
2020,14 - Direitos da Cidadania,8 - Primária discricionária, decorrente de emendas de comissão permanente do SF, da CD e de comissão mista permanente do CN, considerada no cálculo do RP,125 - Normatização e Fiscalização,500.000,500.000,500.000
2020,14 - Direitos da Cidadania,8 - Primária discricionária, decorrente de emendas de comissão permanente do SF, da CD e de comissão mista permanente do CN, considerada no cálculo do RP,243 - Assistência à Criança e ao Adolescente,2.000.000,0,0
2020,14 - Direitos da Cidadania,8 - Primária discricionária, decorrente de emendas de comissão permanente do SF, da CD e de comissão mista permanente do CN, considerada no cálculo do RP,422 - Direitos Individuais, Coletivos e Difusos,33.577.302,6.101.267,6.101.267
2020,14 - Direitos da Cidadania,9 - Primária discricionária, decorrente de emendas de relator-geral do PLOA, excluídas as de ordem técnica, considerada no cálculo do RP,422 - Direitos Individuais, Coletivos e Difusos,355.608.336,206.292.140,202.997.737
2020,15 - Urbanismo,1 - Primária obrigatória, considerada no cálculo do RP,122 - Administração Geral,708.443.984,692.809.326,645.881.022
2020,15 - Urbanismo,1 - Primária obrigatória, considerada no cálculo do RP,301 - Atenção Básica,30.842.434,29.952.604,27.777.597
2020,15 - Urbanismo,1 - Primária obrigatória, considerada no cálculo do RP,331 - Proteção e Benefícios ao Trabalhador,68.602.719,55.663.381,53.600.086
2020,15 - Urbanismo,2 - Primária discricionária, considerada no cálculo do RP,121 - Planejamento e Orçamento,5.532.256,4.596.056,4.596.056
2020,15 - Urbanismo,2 - Primária discricionária, considerada no cálculo do RP,122 - Administração Geral,31.372.295,18.876.695,18.305.771
2020,15 - Urbanismo,2 - Primária discricionária, considerada no cálculo do RP,128 - Formação de Recursos Humanos,704.237,343.892,335.207
2020,15 - Urbanismo,2 - Primária discricionária, considerada no cálculo do RP,131 - Comunicação Social,108.343,10.251,10.251
2020,15 - Urbanismo,2 - Primária discricionária, considerada no cálculo do RP,244 - Assistência Comunitária,187.889.766,15.760.818,15.732.024
2020,15 - Urbanismo,2 - Primária discricionária, considerada no cálculo do RP,451 - Infra-Estrutura Urbana,87.689.550,0,0
2020,15 - Urbanismo,2 - Primária discricionária, considerada no cálculo do RP,452 - Serviços Urbanos,932.852,0,0
2020,15 - Urbanismo,2 - Primária discricionária, considerada no cálculo do RP,453 - Transportes Coletivos Urbanos,7.018.500,0,0
2020,15 - Urbanismo,2 - Primária discricionária, considerada no cálculo do RP,665 - Normalização e Qualidade,199.408,0,0
2020,15 - Urbanismo,6 - Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP,127 - Ordenamento Territorial,2.050.000,0,0
2020,15 - Urbanismo,6 - Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP,244 - Assistência Comunitária,363.227.334,34.946.680,23.274.209
2020,15 - Urbanismo,6 - Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP,451 - Infra-Estrutura Urbana,418.969.808,7.708.845,7.078.845
2020,15 - Urbanismo,6 - Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP,453 - Transportes Coletivos Urbanos,750.000,0,0
2020,15 - Urbanismo,7 - Primária discricionária, decorrente de emendas de bancada estadual, considerada no cálculo do RP,244 - Assistência Comunitária,415.683.822,34.524.585,30.330.483
2020,15 - Urbanismo,7 - Primária discricionária, decorrente de emendas de bancada estadual, considerada no cálculo do RP,451 - Infra-Estrutura Urbana,313.287.826,7.830.189,7.830.189
2020,15 - Urbanismo,8 - Primária discricionária, decorrente de emendas de comissão permanente do SF, da CD e de comissão mista permanente do CN, considerada no cálculo do RP,244 - Assistência Comunitária,84.463.232,1.919.041,1.919.041
2020,15 - Urbanismo,9 - Primária discricionária, decorrente de emendas de relator-geral do PLOA, excluídas as de ordem técnica, considerada no cálculo do RP,244 - Assistência Comunitária,3.118.422.461,34.129.529,33.606.218
2020,15 - Urbanismo,9 - Primária discricionária, decorrente de emendas de relator-geral do PLOA, excluídas as de ordem técnica, considerada no cálculo do RP,451 - Infra-Estrutura Urbana,2.106.713.312,51.144.778,50.361.123
2020,15 - Urbanismo,9 - Primária discricionária, decorrente de emendas de relator-geral do PLOA, excluídas as de ordem técnica, considerada no cálculo do RP,453 - Transportes Coletivos Urbanos,457.411.230,335.950.567,329.506.825
2020,16 - Habitação,2 - Primária discricionária, considerada no cálculo do RP,482 - Habitação Urbana,25.949.727,4.074,4.074
2020,16 - Habitação,6 - Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP,451 - Infra-Estrutura Urbana,1.000.000,0,0
2020,16 - Habitação,6 - Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP,482 - Habitação Urbana,3.400.000,0,0
2020,16 - Habitação,7 - Primária discricionária, decorrente de emendas de bancada estadual, considerada no cálculo do RP,451 - Infra-Estrutura Urbana,12.410.189,367.237,367.237
2020,16 - Habitação,7 - Primária discricionária, decorrente de emendas de bancada estadual, considerada no cálculo do RP,482 - Habitação Urbana,12.200.491,48.300,48.300
2020,16 - Habitação,9 - Primária discricionária, decorrente de emendas de relator-geral do PLOA, excluídas as de ordem técnica, considerada no cálculo do RP,451 - Infra-Estrutura Urbana,22.500.000,1.552.267,1.552.267
2020,17 - Saneamento,2 - Primária discricionária, considerada no cálculo do RP,512 - Saneamento Básico Urbano,425.790.611,405.367.923,370.983.292
2020,17 - Saneamento,6 - Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP,512 - Saneamento Básico Urbano,2.400.000,0,0
2020,17 - Saneamento,7 - Primária discricionária, decorrente de emendas de bancada estadual, considerada no cálculo do RP,512 - Saneamento Básico Urbano,7.091.435,0,0
2020,17 - Saneamento,9 - Primária discricionária, decorrente de emendas de relator-geral do PLOA, excluídas as de ordem técnica, considerada no cálculo do RP,512 - Saneamento Básico Urbano,454.399.535,420.329.797,417.964.853
2020,18 - Gestão Ambiental,0 - Financeira,541 - Preservação e Conservação Ambiental,232.847.282,232.847.282,232.847.282
2020,18 - Gestão Ambiental,0 - Financeira,846 - Outros Encargos Especiais,169.934.895,169.914.895,169.914.895
2020,18 - Gestão Ambiental,1 - Primária obrigatória, considerada no cálculo do RP,122 - Administração Geral,874.075.554,873.655.556,820.306.273
2020,18 - Gestão Ambiental,1 - Primária obrigatória, considerada no cálculo do RP,301 - Atenção Básica,15.968.155,15.967.014,14.665.971
2020,18 - Gestão Ambiental,1 - Primária obrigatória, considerada no cálculo do RP,331 - Proteção e Benefícios ao Trabalhador,34.792.406,34.772.188,31.970.413
2020,18 - Gestão Ambiental,1 - Primária obrigatória, considerada no cálculo do RP,544 - Recursos Hídricos,86.959.075,71.600.107,71.600.107
2020,18 - Gestão Ambiental,2 - Primária discricionária, considerada no cálculo do RP,122 - Administração Geral,306.686.410,227.820.380,226.968.940
2020,18 - Gestão Ambiental,2 - Primária discricionária, considerada no cálculo do RP,125 - Normatização e Fiscalização,93.632.298,75.987.443,73.789.398
2020,18 - Gestão Ambiental,2 - Primária discricionária, considerada no cálculo do RP,128 - Formação de Recursos Humanos,937.033,436.999,436.999
2020,18 - Gestão Ambiental,2 - Primária discricionária, considerada no cálculo do RP,512 - Saneamento Básico Urbano,62.176,13.666,13.666
2020,18 - Gestão Ambiental,2 - Primária discricionária, considerada no cálculo do RP,541 - Preservação e Conservação Ambiental,110.251.938,31.078.808,30.974.120
2020,18 - Gestão Ambiental,2 - Primária discricionária, considerada no cálculo do RP,542 - Controle Ambiental,60.577.244,35.538.693,34.566.257
2020,18 - Gestão Ambiental,2 - Primária discricionária, considerada no cálculo do RP,543 - Recuperação de Áreas Degradadas,2.084.580,1.163.360,1.146.207
2020,18 - Gestão Ambiental,2 - Primária discricionária, considerada no cálculo do RP,544 - Recursos Hídricos,1.946.965.153,1.448.362.502,1.430.509.035
2020,18 - Gestão Ambiental,2 - Primária discricionária, considerada no cálculo do RP,571 - Desenvolvimento Científico,1.558.651,275.064,163.114
2020,18 - Gestão Ambiental,2 - Primária discricionária, considerada no cálculo do RP,573 - Difusão do Conhecimento Científico e Tecnológico,3.622.721,203.523,189.783
2020,18 - Gestão Ambiental,2 - Primária discricionária, considerada no cálculo do RP,607 - Irrigação,52.685,52.685,52.461
2020,18 - Gestão Ambiental,2 - Primária discricionária, considerada no cálculo do RP,695 - Turismo,235.490,87.296,87.296
2020,18 - Gestão Ambiental,6 - Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP,125 - Normatização e Fiscalização,500.000,0,0
2020,18 - Gestão Ambiental,6 - Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP,128 - Formação de Recursos Humanos,1.748.000,0,0
2020,18 - Gestão Ambiental,6 - Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP,541 - Preservação e Conservação Ambiental,1.400.454,0,0
2020,18 - Gestão Ambiental,6 - Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP,542 - Controle Ambiental,7.760.000,250.000,250.000
2020,18 - Gestão Ambiental,6 - Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP,544 - Recursos Hídricos,14.898.682,30.563,29.813
2020,18 - Gestão Ambiental,6 - Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP,695 - Turismo,250.000,0,0
2020,18 - Gestão Ambiental,7 - Primária discricionária, decorrente de emendas de bancada estadual, considerada no cálculo do RP,544 - Recursos Hídricos,27.893.388,14.635.304,14.635.304
2020,18 - Gestão Ambiental,8 - Primária discricionária, decorrente de emendas de comissão permanente do SF, da CD e de comissão mista permanente do CN, considerada no cálculo do RP,542 - Controle Ambiental,12.240.098,6.569.024,6.569.024
2020,18 - Gestão Ambiental,8 - Primária discricionária, decorrente de emendas de comissão permanente do SF, da CD e de comissão mista permanente do CN, considerada no cálculo do RP,544 - Recursos Hídricos,400.000,0,0
2020,18 - Gestão Ambiental,9 - Primária discricionária, decorrente de emendas de relator-geral do PLOA, excluídas as de ordem técnica, considerada no cálculo do RP,541 - Preservação e Conservação Ambiental,127.033.184,94.871.452,94.116.339
2020,18 - Gestão Ambiental,9 - Primária discricionária, decorrente de emendas de relator-geral do PLOA, excluídas as de ordem técnica, considerada no cálculo do RP,542 - Controle Ambiental,40.551.213,30.808.085,28.994.880
2020,18 - Gestão Ambiental,9 - Primária discricionária, decorrente de emendas de relator-geral do PLOA, excluídas as de ordem técnica, considerada no cálculo do RP,544 - Recursos Hídricos,616.050.670,288.325.481,248.385.824
2020,19 - Ciência e Tecnologia,0 - Financeira,572 - Desenvolvimento Tecnológico e Engenharia,1.627.294.336,1.440.000.000,1.440.000.000
2020,19 - Ciência e Tecnologia,0 - Financeira,846 - Outros Encargos Especiais,202.152.749,202.152.749,202.140.772
2020,19 - Ciência e Tecnologia,1 - Primária obrigatória, considerada no cálculo do RP,122 - Administração Geral,1.639.867.415,1.633.290.288,1.512.880.150
2020,19 - Ciência e Tecnologia,1 - Primária obrigatória, considerada no cálculo do RP,301 - Atenção Básica,54.764.997,50.056.147,48.254.834
2020,19 - Ciência e Tecnologia,1 - Primária obrigatória, considerada no cálculo do RP,331 - Proteção e Benefícios ao Trabalhador,79.275.592,69.380.253,65.840.062
2020,19 - Ciência e Tecnologia,2 - Primária discricionária, considerada no cálculo do RP,121 - Planejamento e Orçamento,936.851,0,0
2020,19 - Ciência e Tecnologia,2 - Primária discricionária, considerada no cálculo do RP,122 - Administração Geral,412.415.773,285.923.513,283.256.032
2020,19 - Ciência e Tecnologia,2 - Primária discricionária, considerada no cálculo do RP,125 - Normatização e Fiscalização,6.759.097,3.058.471,3.058.471
2020,19 - Ciência e Tecnologia,2 - Primária discricionária, considerada no cálculo do RP,126 - Tecnologia da Informação,39.154.034,30.015.728,30.015.728
2020,19 - Ciência e Tecnologia,2 - Primária discricionária, considerada no cálculo do RP,128 - Formação de Recursos Humanos,4.933.052,4.409.669,4.409.669
2020,19 - Ciência e Tecnologia,2 - Primária discricionária, considerada no cálculo do RP,131 - Comunicação Social,13.306,0,0
2020,19 - Ciência e Tecnologia,2 - Primária discricionária, considerada no cálculo do RP,212 - Cooperação Internacional,4.955.370,1.894.420,1.864.420
2020,19 - Ciência e Tecnologia,2 - Primária discricionária, considerada no cálculo do RP,541 - Preservação e Conservação Ambiental,2.708.876,725.636,725.636
2020,19 - Ciência e Tecnologia,2 - Primária discricionária, considerada no cálculo do RP,542 - Controle Ambiental,3.027.241,1.373.394,1.373.394
2020,19 - Ciência e Tecnologia,2 - Primária discricionária, considerada no cálculo do RP,571 - Desenvolvimento Científico,1.636.744.996,1.460.745.609,1.436.679.662
2020,19 - Ciência e Tecnologia,2 - Primária discricionária, considerada no cálculo do RP,572 - Desenvolvimento Tecnológico e Engenharia,1.261.567.149,995.967.516,988.321.976
2020,19 - Ciência e Tecnologia,2 - Primária discricionária, considerada no cálculo do RP,573 - Difusão do Conhecimento Científico e Tecnológico,35.548.301,13.858.360,11.820.734
2020,19 - Ciência e Tecnologia,2 - Primária discricionária, considerada no cálculo do RP,662 - Produção Industrial,166.440.954,128.235.903,120.024.470
2020,19 - Ciência e Tecnologia,2 - Primária discricionária, considerada no cálculo do RP,691 - Promoção Comercial,1.000.554,0,0
2020,19 - Ciência e Tecnologia,2 - Primária discricionária, considerada no cálculo do RP,753 - Combustíveis Minerais,81.294,81.294,81.294
2020,19 - Ciência e Tecnologia,6 - Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP,126 - Tecnologia da Informação,15.339.701,4.176.300,4.176.300
2020,19 - Ciência e Tecnologia,6 - Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP,571 - Desenvolvimento Científico,10.222.398,1.328.127,1.230.900
2020,19 - Ciência e Tecnologia,6 - Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP,572 - Desenvolvimento Tecnológico e Engenharia,21.690.343,6.032.178,3.535.485
2020,19 - Ciência e Tecnologia,6 - Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP,573 - Difusão do Conhecimento Científico e Tecnológico,4.198.826,2.403.142,2.403.142
2020,19 - Ciência e Tecnologia,7 - Primária discricionária, decorrente de emendas de bancada estadual, considerada no cálculo do RP,126 - Tecnologia da Informação,3.102.503,2.972.503,2.972.503
2020,19 - Ciência e Tecnologia,7 - Primária discricionária, decorrente de emendas de bancada estadual, considerada no cálculo do RP,572 - Desenvolvimento Tecnológico e Engenharia,4.655.345,0,0
2020,19 - Ciência e Tecnologia,8 - Primária discricionária, decorrente de emendas de comissão permanente do SF, da CD e de comissão mista permanente do CN, considerada no cálculo do RP,126 - Tecnologia da Informação,8.300.000,8.300.000,8.300.000
2020,19 - Ciência e Tecnologia,8 - Primária discricionária, decorrente de emendas de comissão permanente do SF, da CD e de comissão mista permanente do CN, considerada no cálculo do RP,571 - Desenvolvimento Científico,25.535.660,8.118.039,18.039
2020,19 - Ciência e Tecnologia,8 - Primária discricionária, decorrente de emendas de comissão permanente do SF, da CD e de comissão mista permanente do CN, considerada no cálculo do RP,572 - Desenvolvimento Tecnológico e Engenharia,100.000,0,0
2020,19 - Ciência e Tecnologia,9 - Primária discricionária, decorrente de emendas de relator-geral do PLOA, excluídas as de ordem técnica, considerada no cálculo do RP,571 - Desenvolvimento Científico,42.840.779,40.800.742,40.800.742
2020,19 - Ciência e Tecnologia,9 - Primária discricionária, decorrente de emendas de relator-geral do PLOA, excluídas as de ordem técnica, considerada no cálculo do RP,572 - Desenvolvimento Tecnológico e Engenharia,3.672.067,0,0
2020,20 - Agricultura,0 - Financeira,605 - Abastecimento,167.552.137,150.961.586,148.212.353
2020,20 - Agricultura,0 - Financeira,608 - Promoção da Produção Agropecuária,5.455.665.959,3.682.808.973,3.682.808.973
2020,20 - Agricultura,0 - Financeira,846 - Outros Encargos Especiais,218.427.307,218.427.307,218.427.307
2020,20 - Agricultura,1 - Primária obrigatória, considerada no cálculo do RP,122 - Administração Geral,5.038.772.374,5.031.786.327,4.712.396.707
2020,20 - Agricultura,1 - Primária obrigatória, considerada no cálculo do RP,301 - Atenção Básica,142.864.842,132.280.199,129.251.259
2020,20 - Agricultura,1 - Primária obrigatória, considerada no cálculo do RP,331 - Proteção e Benefícios ao Trabalhador,229.711.662,205.884.758,200.003.525
2020,20 - Agricultura,1 - Primária obrigatória, considerada no cálculo do RP,605 - Abastecimento,2.955.735.408,1.324.506.598,1.324.506.598
2020,20 - Agricultura,1 - Primária obrigatória, considerada no cálculo do RP,608 - Promoção da Produção Agropecuária,2.498.484.650,1.195.764.516,1.195.764.516
2020,20 - Agricultura,2 - Primária discricionária, considerada no cálculo do RP,122 - Administração Geral,250.235.917,193.837.201,191.236.907
2020,20 - Agricultura,2 - Primária discricionária, considerada no cálculo do RP,125 - Normatização e Fiscalização,132.980.334,81.252.658,79.025.570
2020,20 - Agricultura,2 - Primária discricionária, considerada no cálculo do RP,127 - Ordenamento Territorial,11.821.892,2.421.502,2.421.502
2020,20 - Agricultura,2 - Primária discricionária, considerada no cálculo do RP,131 - Comunicação Social,4.012.394,12.394,12.394
2020,20 - Agricultura,2 - Primária discricionária, considerada no cálculo do RP,211 - Relações Diplomáticas,371.855,371.855,371.855
2020,20 - Agricultura,2 - Primária discricionária, considerada no cálculo do RP,541 - Preservação e Conservação Ambiental,882.569,195.052,180.014
2020,20 - Agricultura,2 - Primária discricionária, considerada no cálculo do RP,545 - Meteorologia,229.555,216.339,216.339
2020,20 - Agricultura,2 - Primária discricionária, considerada no cálculo do RP,571 - Desenvolvimento Científico,3.972.655,0,0
2020,20 - Agricultura,2 - Primária discricionária, considerada no cálculo do RP,572 - Desenvolvimento Tecnológico e Engenharia,106.009.731,8.726.265,7.538.814
2020,20 - Agricultura,2 - Primária discricionária, considerada no cálculo do RP,573 - Difusão do Conhecimento Científico e Tecnológico,6.760.553,435.335,44.641
2020,20 - Agricultura,2 - Primária discricionária, considerada no cálculo do RP,605 - Abastecimento,5.271.032,1.838.295,1.837.887
2020,20 - Agricultura,2 - Primária discricionária, considerada no cálculo do RP,606 - Extensão Rural,42.537.362,740.759,703.270
2020,20 - Agricultura,2 - Primária discricionária, considerada no cálculo do RP,607 - Irrigação,209.868.655,77.142.119,75.892.014
2020,20 - Agricultura,2 - Primária discricionária, considerada no cálculo do RP,608 - Promoção da Produção Agropecuária,929.456.494,900.217.755,899.427.863
2020,20 - Agricultura,2 - Primária discricionária, considerada no cálculo do RP,609 - Defesa Agropecuária,9.703.412,7.697.050,7.679.133
2020,20 - Agricultura,2 - Primária discricionária, considerada no cálculo do RP,631 - Reforma Agrária,6.025.892,3.367.531,3.366.521
2020,20 - Agricultura,2 - Primária discricionária, considerada no cálculo do RP,691 - Promoção Comercial,11.366.670,9.534.155,9.533.710
2020,20 - Agricultura,6 - Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP,127 - Ordenamento Territorial,2.011.879,0,0
